id,cost,total_movement,Br,solref_timeconst,solref_dampratio,solimp_dmin,solimp_dmax,solimp_width,sliding_friction,torsional_friction,rolling_friction,rocker_stiffness,rocker_damping,wheel_kp,wheel_kv,max_magnetic_distance,noslip_iterations
54946738,0.016533460681384116,0.016533460681384116,1.6280000000000001,0.0007815605325370872,50.0,0.8294845234319029,0.9739881498340005,0.005188795086893769,0.9748769897266117,1e-05,0.004453779470204125,10.774649147191452,0.10442565836097972,2.3139370939073753,0.244984359061946,0.03496291738588249,5
d7389d96,0.01668413476855605,0.01668413476855605,1.5496239712952686,0.00024635013451639964,31.657918953102637,0.9321990358755656,0.9228550021797299,0.00022382564990409238,0.9982168343329436,0.001165583967396926,0.00011048840376235817,99.14109236071427,4.367355246446875,8.882267151670803,5.824688255969174,0.008800019057804516,12
e1599532,0.01700158928044983,0.01700158928044983,1.512845528569012,0.00032638214770532454,43.68591248495019,0.8029658870726184,0.9509928060219515,0.0008578454746997912,0.925800718992468,0.0021728381245859603,0.013939370130318795,25.75540407068882,1.3264608455281686,1.3136510462462765,3.596401108476996,0.019023535653436098,25
f71700b5,0.017213645024714886,0.017213645024714886,1.5964551361357853,0.0006374326561346228,27.093327757767728,0.8,0.9259700888057462,0.0003586217340167568,0.951927317116115,0.000346266562396398,0.0001670716868838739,31.310777988262306,1.3152195126246333,14.667951479318337,3.6847703362186035,0.030132730411472554,7
8d9100f4,0.017436841952144493,0.017436841952144493,1.6280000000000001,0.0006147920649744803,10.0,0.99,0.9868863558755558,0.01,1.0,0.014985110221276743,1e-05,14.44469307426107,0.1883687873478599,14.042934911449802,0.1,0.0706783287931869,7
14eb25bb,0.017481581298732972,0.017481581298732972,1.4853082753497115,0.00016543498912664322,34.09506945481404,0.8224021804600047,0.9,0.0001,1.0,0.000524089215253568,1.0385406183279383e-05,69.6849978062304,4.999999999999999,9.583282262779749,4.6487316517918496,0.011323828885027637,5
2770d16b,0.017536029778823462,0.017536029778823462,1.346835959009342,0.0006770519944563353,41.23751354452233,0.818853538332627,0.9095462936340433,0.01,1.0,0.1,0.1,100.0,4.999999999999999,49.99999999999999,10.0,0.016416306383527403,5
b6f5ea0a,0.01754694688562886,0.01754694688562886,1.6280000000000001,0.0001493117132499089,41.42708910123858,0.99,1.0,0.0005190292127598769,0.9938777063298929,2.666733816174775e-05,1e-05,14.761492702771221,0.9707178992982568,1.0,0.1515294178458975,0.07099689725459402,7
dc7f2a16,0.018007954110796667,0.018007954110796667,1.6280000000000001,0.0001,31.490582434522352,0.8,0.9,0.0001,1.0,0.000389016160094315,3.00318168870953e-05,100.0,4.999999999999999,1.0,0.9767981010601446,0.010537852356855285,5
6238e6a3,0.01802437260990103,0.01802437260990103,1.6280000000000001,0.000791805296991855,32.498007815182,0.9625833495534519,0.964326779439558,0.0003825176292429154,0.9697487269245496,0.00010895382506203189,0.0004427989262741406,13.198529839230305,0.1,5.427535125506341,0.1,0.07074371522497003,24
3cfb53dd,0.01814975332214795,0.01814975332214795,1.6157160969124449,0.0006876319728214229,39.284538609095556,0.8405433595129173,0.9310310993610595,0.00015004481348792947,0.9704516264010946,2.605717915955146e-05,0.0006675022508908794,15.930950888777467,2.7776654019796516,6.870930168907235,1.4098632046621835,0.03979642833051937,7
97637bd0,0.01923043594082402,0.01923043594082402,1.4361398587975334,0.00022333953543437682,28.34982359107783,0.8,1.0,0.01,0.9,0.1,0.07548164574770984,36.12389671616665,1.3518558247518226,1.0,4.408163147967987,0.07542925922706185,12
b88f5318,0.019396785540988882,0.019396785540988882,1.619626780235175,0.0006942396769862589,38.86918084659493,0.8448371347523016,0.9256068322761324,0.00012046674587990318,0.9710662889685787,2.7769194556163865e-05,0.0005719341217670735,15.911796004861237,3.3256418753858057,6.421548250773351,1.3382928076562617,0.040165880815698655,8
620b628b,0.02003189333902578,0.02003189333902578,1.4757416710615232,0.0004138969000903732,49.77829850443284,0.8334257980086957,0.9018075363615521,0.0009722712197452008,0.9178822709221329,0.000292331179137677,0.0094772446582279,52.594450770640016,0.3337229276553642,8.351405627357144,1.0414253710293573,0.03364014257819259,11
fc6cd474,0.02006127786899984,0.02006127786899984,1.5283963768526239,0.00047255500580168454,17.48138369543546,0.9737188755680397,0.9622136968277774,0.002492923130236214,0.9803977126359007,0.003676692060181614,0.0002451230008466199,13.726145414081516,0.5660041827342069,2.3100515847733787,0.6272997551210584,0.07106540275521571,13
a602e8fb,0.02027333221935156,0.02027333221935156,1.4968658200731952,0.0006881025634014146,45.373856554659554,0.9016345974480241,0.9122062027463382,0.0006962958563818614,0.9484748885258628,0.0001135067265901634,0.010441513465044551,25.87224800396739,0.33794632790151413,2.764406771627785,0.36073601880138245,0.03439970697227065,12
12f5cbf0,0.020763211714010056,0.020763211714010056,1.5552737350281949,0.0005492446602876368,50.0,0.938362745573308,0.9033749308146635,0.003327429145823266,1.0,0.09325907460049536,0.000618195346103465,43.53549890600456,1.6070382830321839,5.918092089581111,10.0,0.015821710920234194,17
26ce3825,0.020869858055372982,0.020869858055372982,1.4488286741756038,0.0006909491985084182,47.20067339243328,0.8133790648614134,0.9208918717615361,0.0021993129611459538,0.9358646781296164,0.00010390934238117925,0.00015176175972003884,21.01603408967029,2.7660786537685365,1.7065363527089306,2.6171101019856917,0.026194214315346204,12
2f22e2ad,0.0210072214552215,0.0210072214552215,1.6280000000000001,0.0008,11.364321769240673,0.946647864296592,0.9403276071064927,0.01,0.9,0.009316666600874065,1e-05,10.0,4.999999999999999,1.0,10.0,0.07551599828200824,25
841ed298,0.021056860172544094,0.021056860172544094,1.6280000000000001,0.0005364678958246228,26.69660327452135,0.9739877588922201,0.9584650505767877,0.006650016642323562,0.9,0.0003878392000474513,1.2506916224903034e-05,17.55229105787509,3.370802578114564,1.548958365699868,5.349079287595444,0.07560650353920474,15
8d3e8167,0.021309792456209373,0.021309792456209373,1.5368092066289842,0.0004785232560070782,14.682708393406546,0.98113616087011,0.9648682951348313,0.0033567197885301346,0.9905363522377909,0.0020886641837532284,0.0001397947435206903,13.144374655411612,0.40763531933224867,2.292299099698804,0.5988422757322741,0.07190564730566967,11
9e6dae45,0.021650430781006143,0.021650430781006143,1.5242531477523367,0.0004928603157768769,16.480510264360404,0.9777122668571605,0.9625444716615179,0.0027772771585474094,0.9888247272957393,0.0019616081235054213,0.00012493062546732554,12.944792427844042,0.5130223970434018,2.7135447634771133,0.5696627003894837,0.07097305650015705,12
49766b1c,0.022028299942474905,0.022028299942474905,1.3400035711222003,0.0008,43.32766862379005,0.8233819926766955,0.9366636643524718,0.0001,0.9945335685082571,0.1,0.001634928059756585,10.0,1.2444170193939512,6.029755778108515,1.3547205943184306,0.01610523830010653,29
ab877286,0.022056826802578332,0.022056826802578332,1.6252990769598483,0.0004807079182077719,46.195267936188735,0.8844249460670002,0.9170163894498783,0.0003002192881697314,0.9530442786634724,0.016895004072842758,0.002716020034948306,26.292547107457715,0.4252655042436738,19.67773053770514,1.4654994681907343,0.03146816948925179,6
6704b85a,0.02293622467622615,0.02293622467622615,1.6280000000000001,0.0006471786451515353,10.128194771236922,0.964981877460539,0.9153605579733295,0.0005283152024185377,0.9187846539791403,4.946215911249857e-05,3.299330439301616e-05,10.0,4.999999999999999,7.590402223795925,0.10463034236627808,0.07092259318763995,16
daff5fcf,0.023122695634765607,0.023122695634765607,1.456255133508098,0.0002793448605161207,34.46054843462723,0.8155028942760457,0.9005184862773987,0.0018021412597928734,0.9194273953512042,1.9220455160385638e-05,0.0003864873723630602,11.24005745108039,3.208750441218675,1.114089463808324,1.4379036661621074,0.0185967901617442,22
ec413854,0.02322463912226571,0.02322463912226571,1.6280000000000001,0.000584351213540736,10.0,0.99,0.9723104386296373,0.01,0.9994903254510583,0.0026537163083686635,7.138641789741456e-05,10.0,0.11337349637151094,1.0,0.7937035184695035,0.07409537936605883,7
