id,cost,avg_vel,Br,solref_timeconst,solref_dampratio,solimp_dmin,solimp_dmax,solimp_width,sliding_friction,torsional_friction,rolling_friction,rocker_stiffness,rocker_damping,wheel_kp,wheel_kv,max_magnetic_distance,noslip_iterations
5e128209,2.0139884630162346,-0.013988463016234453,1.332,0.0001,50.0,0.8547149636250441,0.9,0.01,1.0,1e-05,0.00010515759263447284,100.0,0.1,1.0,10.0,0.1,30
b004f691,2.0216492709950384,-0.02164927099503844,1.6280000000000001,0.00030513890951832024,10.0,0.99,1.0,0.0007875838082662045,1.0,0.1,0.004618743466944001,10.0,0.30771675289172945,1.3377753629498617,10.0,0.1,5
930d251e,2.0273773811574745,-0.02737738115747464,1.5539690823636114,0.0008,14.131974409860764,0.8021088614435108,0.9995998814744589,0.0009450893922535272,0.9646041669503975,0.01846413467482156,0.012422360664781784,24.3667784230799,0.7444179241784419,1.2012823744505994,9.580480401575189,0.008766524886178005,24
805a824b,2.042442861914619,-0.04244286191461914,1.3706656271595998,0.00024847908542773673,48.46421191470651,0.9661900128314588,0.9404102609952828,0.005919047499290383,0.9033703165452289,0.00481846178831662,0.0544050968449508,32.6566794749963,0.27976343603290327,2.330922846455341,10.0,0.1,30
1350210c,2.0447500020455367,-0.04475000204553656,1.5147745268498043,0.0005281572123417967,10.282652208788697,0.804381860757869,0.9524774660258389,0.0006305535040199287,0.9046665663213616,0.07852755494724264,8.532678095658718e-05,12.319878776395283,1.1236195345220408,4.464691453311353,9.256818992066885,0.0202414923788615,26
fd52b664,2.0472375587622276,-0.04723755876222766,1.628,0.0008,10.0,0.9094,0.9946,0.000667,0.9876,0.000592,1e-05,100.0,2.3945,1.1759,5.7573,0.03275,28
247f0954,2.0518605998994675,-0.05186059989946747,1.622770691122551,0.0003259838608020199,45.34078103206952,0.9621360956273252,0.9304943008083559,0.01,0.9816695660260651,0.0002491487538904581,0.0003051769054107003,100.0,1.8038285071204723,3.85598431277852,7.407375366450568,0.04143063857873559,5
e693ad56,2.0551680973104554,-0.055168097310455425,1.341411993175925,0.00029154016386784054,39.239523376075354,0.99,1.0,0.0019513037514563422,0.9726155599719355,1e-05,0.1,100.0,0.26573257320886096,7.262798806367253,10.0,0.01904448065375488,30
35c9c1f0,2.0570641327422234,-0.05706413274222362,1.4291331895725208,0.00020852913170942095,49.27363553242125,0.9593973653931791,0.9860404618311676,0.00031659402992749105,0.9038834734429424,0.00016332853202136966,0.001407115376152589,21.215400846516534,2.5499085487804543,2.892965595647223,8.521256941388401,0.019673684186862935,26
b115d3bc,2.058499179154682,-0.05849917915468199,1.6011263040545423,0.0005742694452128409,50.0,0.8949615415116227,1.0,0.01,1.0,0.02855758441810953,0.017616235121592872,25.158772702932026,0.11457067502024679,3.006631184663619,10.0,0.009678379093841297,16
0f9f66ca,2.0590654661266425,-0.059065466126642686,1.6280000000000001,0.0006690242825845782,34.78262010373778,0.9583255474041245,0.9546741085424454,0.004938696981617506,0.9985810025667519,0.1,0.002262350661013396,39.30193431309952,0.15606411254285388,5.24717945722127,10.0,0.00888389114585173,30
984b624a,2.059860011950375,-0.059860011950374825,1.4993337533416793,0.0001,25.972421590643926,0.99,0.9037407994713886,0.0007493512022579482,1.0,1e-05,0.1,10.0,4.999999999999999,1.0,0.1,0.042279299557383326,25
63c0cb4a,2.0676842429996847,-0.06768424299968477,1.5516824817915058,0.0006864638738136145,30.03488541259828,0.8,0.9572096626480915,0.0007808380045115203,0.9617228924159775,0.0006049891193394044,0.0014079913910320112,84.94202779258744,0.38076754509062594,3.1783985934641676,1.6215081836835576,0.008876014757185448,6
fd3ac11f,2.0689025496732927,-0.06890254967329283,1.6280000000000001,0.0008,50.0,0.8285242183898947,0.9848147467437034,0.0025016730896037986,0.9375961687403943,0.047779968566842204,1e-05,26.09721761131006,0.19452731264902898,2.6246873164263285,0.7029044587117226,0.0282377009457738,23
3b8d22e0,2.070617421902532,-0.07061742190253208,1.456255133508098,0.0002793448605161207,34.46054843462723,0.8155028942760457,0.9005184862773987,0.0018021412597928734,0.9194273953512042,1.9220455160385638e-05,0.0003864873723630602,11.24005745108039,3.208750441218675,1.114089463808324,1.4379036661621074,0.0185967901617442,22
